company,snapdate,snaptime,openprice,highprice,lowprice,closeprice,volume
IEG02,2022-08-11,14:15:00,138.54,138.65,138.47,138.56,64128
IEG02,2022-08-11,14:30:00,138.56,138.6,138.34,138.58,91526
IEG02,2022-08-11,14:45:00,138.58,138.6837,138.53,138.66,62601
IEG02,2022-08-11,15:00:00,138.64,138.78,138.61,138.75,79833
IEG02,2022-08-11,15:15:00,138.74,138.78,138.605,138.73,68465
IEG02,2022-08-11,15:30:00,138.7399,138.955,138.68,138.871,107282
IEG02,2022-08-11,15:45:00,,138.955,138.835,,157602
IEG02,2022-08-11,16:00:00,138.93,139.1,138.89,139.08,389841
IEG02,2022-08-11,16:15:00,139.07,139.07,139.07,139.07,72913
IEG02,2022-08-11,16:30:00,139.07,139.07,139.05,139.05,1978
IEG02,2022-08-11,17:00:00,139.0,139.07,138.75,139.07,607
IEG02,2022-08-11,18:15:00,139.05,139.05,139.05,139.05,187
IEG02,2022-08-12,04:45:00,138.2,138.2,138.2,138.2,202
IEG02,2022-08-12,06:45:00,138.0,138.0,138.0,138.0,203
IEG02,2022-08-12,07:00:00,136.81,136.81,136.81,136.81,218
IEG02,2022-08-12,07:30:00,137.94,137.94,137.49,137.49,854
IEG02,2022-08-12,07:45:00,137.87,137.99,137.87,137.99,615
IEG02,2022-08-12,08:15:00,137.9,139.41,137.69,137.9,1242
IEG02,2022-08-12,09:00:00,138.3783,138.3783,138.3783,138.3783,654
IEG02,2022-08-12,09:15:00,138.11,138.2,138.08,138.08,2480
IEG02,2022-08-12,09:30:00,138.38,138.68,138.38,138.68,1139
IEG02,2022-08-12,09:45:00,138.75,139.34,138.38,139.2,318595
IEG02,2022-08-12,10:00:00,139.195,139.295,138.3,138.47,200733
IEG02,2022-08-12,10:15:00,138.48,138.64,138.21,138.335,108354
IEG02,2022-08-12,10:30:00,138.33,138.69,138.27,138.67,76109
IEG02,2022-08-12,10:45:00,138.68,138.73,138.13,138.48,122391
IEG02,2022-08-12,11:00:00,138.4999,138.4999,138.22,138.26,76715
IEG02,2022-08-12,11:15:00,138.29,138.33,137.66,137.87,130594
IEG02,2022-08-12,11:30:00,137.88,138.02,137.825,137.89,88835
IEG02,2022-08-12,11:45:00,137.88,137.945,137.7,137.8564,71861
IEG02,2022-08-12,12:00:00,137.86,137.93,137.74,137.9,58923
IEG02,2022-08-12,12:15:00,137.89,138.16,137.86,138.16,43384
IEG02,2022-08-12,12:30:00,138.15,138.3001,138.12,138.19,43045
IEG02,2022-08-12,12:45:00,138.18,138.53,138.16,138.5,81411
IEG02,2022-08-12,13:00:00,138.495,138.6199,138.37,138.5199,60321
IEG02,2022-08-12,13:15:00,138.5137,138.66,138.45,138.58,33441
IEG02,2022-08-12,13:30:00,138.59,138.68,138.49,138.6,44163
IEG02,2022-08-12,13:45:00,138.59,138.65,138.46,138.615,65919
IEG02,2022-08-12,14:00:00,138.61,138.75,138.58,138.66,107785
IEG02,2022-08-12,14:15:00,138.66,,138.2101,138.26,83065
IEG02,2022-08-12,14:30:00,138.26,138.35,138.18,138.315,45457
IEG02,2022-08-12,14:45:00,138.325,138.35,138.1,138.16,52466
IEG02,2022-08-12,15:00:00,138.17,138.2363,138.045,138.07,44515
IEG02,2022-08-12,15:15:00,138.07,138.13,137.9442,138.13,61420
IEG02,2022-08-12,15:30:00,138.115,138.198,138.04,138.1959,74951
IEG02,2022-08-12,15:45:00,138.19,138.4,138.13,138.27,137868
IEG02,2022-08-12,16:00:00,138.28,138.53,138.155,138.34,292296
IEG02,2022-08-12,16:15:00,138.37,138.37,138.37,138.37,83643
IEG02,2022-08-12,16:30:00,138.25,138.28,138.05,138.28,1316
IEG02,2022-08-12,17:45:00,138.19,138.1901,138.19,138.1901,569
IEG02,2022-08-12,18:00:00,138.19,138.19,,138.19,225
IEG02,2022-08-12,18:45:00,138.09,138.09,138.09,138.09,250
IEG02,2022-08-12,19:30:00,138.09,138.09,138.09,138.09,153
IEG02,2022-08-12,20:00:00,138.09,138.09,138.09,138.09,200
IEG02,2022-08-13,04:15:00,137.9,137.9,137.0,137.0,592
IEG02,2022-08-13,07:15:00,137.35,137.35,137.35,137.35,119
IEG02,2022-08-13,07:45:00,137.4,137.4,137.4,137.4,359
IEG02,2022-08-13,08:15:00,137.192,137.86,137.0101,137.35,2106
IEG02,2022-08-13,09:00:00,137.05,137.05,137.05,137.05,310
IEG02,2022-08-13,09:15:00,137.0503,137.15,137.0503,137.15,477
IEG02,2022-08-13,09:30:00,137.6,137.6,137.6,137.6,353
IEG02,2022-08-13,09:45:00,137.65,137.85,136.77,136.985,230939
IEG02,2022-08-13,10:00:00,136.86,136.97,136.64,136.916,154645
IEG02,2022-08-13,10:15:00,136.92,137.365,136.74,136.74,105265
IEG02,2022-08-13,10:30:00,136.7,136.83,136.58,136.6,87030
IEG02,2022-08-13,10:45:00,136.58,,136.56,136.62,68914
IEG02,2022-08-13,11:00:00,136.63,136.67,136.47,136.52,68129
IEG02,2022-08-13,11:15:00,136.51,136.745,136.41,136.68,56474
IEG02,2022-08-13,11:30:00,136.67,136.72,136.43,136.59,68292
IEG02,2022-08-13,11:45:00,136.58,136.76,136.48,136.63,68173
IEG02,2022-08-13,12:00:00,136.635,136.79,136.54,136.58,52829
IEG02,2022-08-13,12:15:00,136.58,136.62,136.45,136.5149,45448
IEG02,2022-08-13,12:30:00,136.5,136.8,136.46,136.65,50748
IEG02,2022-08-13,12:45:00,136.66,136.81,136.5451,136.59,53899
IEG02,2022-08-13,13:00:00,136.597,136.597,136.41,136.44,44793
IEG02,2022-08-13,13:15:00,136.44,136.44,135.81,135.84,179610
IEG02,2022-08-13,13:30:00,135.82,135.85,135.63,135.77,105100
IEG02,2022-08-13,13:45:00,135.75,135.7576,135.51,135.545,73570
IEG02,2022-08-13,14:00:00,135.542,135.645,135.5,135.56,76545
IEG02,2022-08-13,14:15:00,135.55,135.6,135.47,135.5582,65329
IEG02,2022-08-13,14:30:00,135.54,135.71,135.48,135.69,60045
IEG02,2022-08-13,14:45:00,135.69,135.7655,135.55,135.55,54932
IEG02,2022-08-13,15:00:00,135.56,135.705,135.53,135.695,82074
IEG02,2022-08-13,15:15:00,135.7,135.89,135.7,135.89,91683
IEG02,2022-08-13,15:30:00,135.9,135.96,135.74,135.85,99881
IEG02,2022-08-13,15:45:00,135.84,135.89,135.55,135.55,169168
IEG02,2022-08-13,16:00:00,135.55,135.9,135.47,135.59,419131
IEG02,2022-08-13,16:15:00,135.55,135.55,135.55,135.55,22517
IEG02,2022-08-13,16:30:00,135.55,135.75,135.55,135.55,11714
IEG02,2022-08-13,16:45:00,135.557,135.557,135.55,135.55,662
IEG02,2022-08-13,17:45:00,135.8,135.8,135.8,135.8,500
IEG02,2022-08-13,18:00:00,135.86,135.9,135.86,135.9,1101
IEG02,2022-08-13,18:15:00,135.95,136.05,135.94,136.05,925
IEG02,2022-08-13,20:00:00,135.73,135.73,135.72,135.72,259
IEG02,2022-08-14,07:30:00,135.26,135.34,135.26,135.26,960
IEG02,2022-08-14,08:00:00,135.26,135.26,135.26,135.26,194
IEG02,2022-08-14,08:15:00,135.0,135.3,135.0,135.3,561
IEG02,2022-08-14,08:45:00,,135.34,135.34,,423
IEG02,2022-08-14,09:15:00,135.28,135.28,135.28,135.28,538
IEG02,2022-08-14,09:30:00,135.87,135.87,135.78,135.87,2001
IEG02,2022-08-14,09:45:00,135.37,136.05,135.37,135.655,144433
IEG02,2022-08-14,10:00:00,135.69,136.1,135.68,135.685,82186
IEG02,2022-08-14,10:15:00,135.69,135.85,135.31,135.71,98790
IEG02,2022-08-14,10:30:00,135.68,135.89,135.58,135.67,68730
IEG02,2022-08-14,10:45:00,135.69,135.99,135.51,135.68,73597
IEG02,2022-08-14,11:00:00,135.67,135.78,135.49,135.62,62216
IEG02,2022-08-14,11:15:00,135.62,135.63,135.34,135.56,72535
IEG02,2022-08-14,11:30:00,135.5593,135.7,135.42,135.42,57350
IEG02,2022-08-14,11:45:00,135.44,135.56,135.32,135.395,54041
IEG02,2022-08-14,12:00:00,135.4,135.4904,135.23,135.36,76493
IEG02,2022-08-14,12:15:00,135.355,135.4,135.14,135.214,94795
IEG02,2022-08-14,12:30:00,135.21,135.24,134.8663,134.8663,126366
IEG02,2022-08-14,12:45:00,134.88,135.3,134.88,135.3,49794
IEG02,2022-08-14,13:00:00,135.29,135.35,135.2,135.3,49558
IEG02,2022-08-14,13:15:00,135.28,135.31,135.13,,70093
IEG02,2022-08-14,13:30:00,135.245,135.34,135.08,135.18,47308
IEG02,2022-08-14,13:45:00,135.18,135.25,135.01,135.08,57419
IEG02,2022-08-14,14:00:00,135.06,135.07,134.9,134.96,61224
IEG02,2022-08-14,14:15:00,134.95,134.97,134.8101,134.86,50605
IEG02,2022-08-14,14:30:00,134.86,135.03,134.82,134.99,50191
IEG02,2022-08-14,14:45:00,,135.01,134.86,134.87,42694
IEG02,2022-08-14,15:00:00,134.87,134.87,134.76,134.81,57882
IEG02,2022-08-14,15:15:00,134.8,134.9206,134.7975,134.89,60678
IEG02,2022-08-14,15:30:00,134.91,135.06,134.91,135.02,58557
IEG02,2022-08-14,15:45:00,135.02,135.05,134.8,135.0,116679
IEG02,2022-08-14,16:00:00,134.98,134.98,134.72,134.72,255949
IEG02,2022-08-14,16:15:00,134.74,134.74,134.74,134.74,1715271
IEG02,2022-08-14,16:45:00,134.71,134.71,134.71,134.71,198
IEG02,2022-08-14,17:45:00,134.75,134.75,134.75,134.75,300
IEG02,2022-08-14,18:30:00,134.65,134.65,134.65,134.65,199
IEG02,2022-08-14,20:00:00,134.6,134.6,134.6,134.6,300
